MECID,Committee Name,Report,Report Year,Report Type,Previous Receipts,Contributions Received,Loans Received, Misc. Receipts, Receipts Subtotal,In-Kind Contributions, Total Receipts This Election,Previous Expenditures,Cash or Check Expenditures,In-Kind Expenditures,Credit Expenditures,Expenditure Subtotal,Total Expenditures,Previous Contributions,Cash/Check Contributions,Credit Contributions,In-Kind Contributions,Contribution Subtotal,Total Contributions,Loan Disbursements,Disbursements Payments,Misc. Disbursements,Total Disbursements,Starting Money on Hand, Monetary Receipts,Check Disbursements,Cash Disbursements,Total Monetary Disbursements,Ending Money on Hand,Outstanding Indebtedness,Loans Recieved,New Expenditures,New Contributions,Payments Made on Loan,Debt Forgiven on Loans,Total Indebtendness
"C001002","Democratic Campaign Committee of St Louis City","AMENDED October Quarterly Report","2019","Full Disclosure","24261.3900","0.0000","0.0000","0.0000","0.0000","0.0000","24261.3900","1095.9300","1608.1700","0.0000","0.0000","1608.1700","2704.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","55255.9300","0.0000","1608.1700","0.0000","1608.1700","53647.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C190784","Believe in Life and Liberty - BILL PAC","AMENDED October Quarterly Report","2019","Full Disclosure","111649.0000","111950.0000","0.0000","5.0000","111955.0000","0.0000","223604.0000","7000.0000","4441.6600","0.0000","0.0000","4441.6600","11441.6600","0.0000","5000.0000","0.0000","0.0000","5000.0000","5000.0000","0.0000","0.0000","5.0000","5.0000","243543.2200","111955.0000","9446.6600","0.0000","9446.6600","346051.5600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121116","CITIZENS FOR OWEN","AMENDED July Quarterly Report","2019","Full Disclosure","10782.3100","0.0000","0.0000","0.0000","0.0000","0.0000","10782.3100","4684.1000","0.0000","0.0000","0.0000","0.0000","4684.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","500.0000","1953.2800","0.0000","500.0000","0.0000","500.0000","1453.2800","61705.6800","0.0000","0.0000","0.0000","500.0000","0.0000","61205.6800"
"C180329","Citizens To Elect Marissa Brown","October Quarterly Report","2019","Full Disclosure","4793.2800","0.0000","0.0000","0.0000","0.0000","0.0000","4793.2800","5883.4800","0.0000","0.0000","0.0000","0.0000","5883.4800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","686.9100","0.0000","0.0000","0.0000","0.0000","686.9100","2977.1100","0.0000","0.0000","0.0000","0.0000","0.0000","2977.1100"
"C190831","Elect Chris Heitzman","AMENDED 40 Day Before Special Charter Election-2/4/2020","2019","Full Disclosure","218.0300","698.0000","0.0000","0.0000","698.0000","0.0000","916.0300","176.8700","733.0200","0.0000","0.0000","733.0200","909.8900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","650.6000","698.0000","733.0200","0.0000","733.0200","615.5800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A190655","Committee to Elect Nan Johnston","AMENDED 8 Day Before General Municipal Election-4/2/2019","2019","Full Disclosure","6330.0000","4475.0000","0.0000","16.5000","5301.0500","809.5500","11631.0500","3995.7100","6415.6200","0.0000","0.0000","6415.6200","10411.3300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2154.2900","4491.5000","6415.6200","0.0000","6415.6200","230.1700","600.0000","0.0000","0.0000","0.0000","0.0000","0.0000","600.0000"
"A190655","Committee to Elect Nan Johnston","AMENDED April Quarterly Report","2019","Full Disclosure","14490.5000","900.0000","0.0000","0.0000","1787.7500","887.7500","16278.2500","10130.3600","1539.9100","0.0000","0.0000","1539.9100","11670.2700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4180.1400","900.0000","1539.9100","0.0000","1539.9100","3540.2300","600.0000","0.0000","0.0000","0.0000","0.0000","0.0000","600.0000"
"A190655","Committee to Elect Nan Johnston","AMENDED 30 Day After General Municipal Election-4/2/2019","2019","Full Disclosure","16278.2500","5000.0000","0.0000","0.0000","5050.0000","50.0000","21328.2500","11670.2700","6330.7900","0.0000","0.0000","6330.7900","18001.0600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","999.5500","999.5500","3540.2300","5000.0000","7330.3400","0.0000","7330.3400","1209.8900","600.0000","0.0000","0.0000","0.0000","0.0000","0.0000","600.0000"
"C180745","Committee To Elect Sandy Van Wagner","AMENDED April Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","1242.2300","1242.2300","0.0000","1242.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1242.2300","0.0000","0.0000","0.0000","1242.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180745","Committee To Elect Sandy Van Wagner","AMENDED October Quarterly Report","2019","Full Disclosure","1242.2300","150.0000","0.0000","0.0000","150.0000","0.0000","1392.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1242.2300","150.0000","0.0000","0.0000","0.0000","1392.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161533","CITIZENS FOR JEFF HOELSCHER","AMENDED January Quarterly Report","2019","Full Disclosure","8354.0000","4875.0000","0.0000","0.0000","4875.0000","0.0000","13229.0000","8942.4400","3662.5000","0.0000","0.0000","3662.5000","12604.9400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","300.0000","300.0000","3008.9200","4875.0000","3962.5000","0.0000","3962.5000","3921.4200","2322.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2322.0000"
"C180745","Committee To Elect Sandy Van Wagner","AMENDED July Quarterly Report","2019","Full Disclosure","1242.2300","0.0000","0.0000","0.0000","0.0000","0.0000","1242.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1242.2300","0.0000","0.0000","0.0000","0.0000","1242.2300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000894","0013TH WARD REGULAR DEMOCRATIC CLUB","January Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2711.8800","0.0000","0.0000","0.0000","0.0000","2711.8800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121412","BOCOMO Conservative PAC","April Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","60.0000","0.0000","0.0000","0.0000","0.0000","60.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121412","BOCOMO Conservative PAC","July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","60.0000","0.0000","0.0000","0.0000","0.0000","60.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121412","BOCOMO Conservative PAC","October Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","60.0000","0.0000","0.0000","0.0000","0.0000","60.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091155","Citizens To Elect Mike Kehoe","AMENDED April Quarterly Report","2019","Full Disclosure","885790.2000","113875.0000","0.0000","0.0000","113875.0000","0.0000","999665.2000","497500.2100","24435.8800","0.0000","0.0000","24435.8800","521936.0900","437961.0700","0.0000","0.0000","0.0000","0.0000","437961.0700","0.0000","0.0000","0.0000","0.0000","42429.6400","113875.0000","24435.8800","0.0000","24435.8800","131868.7600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091155","Citizens To Elect Mike Kehoe","AMENDED July Quarterly Report","2019","Full Disclosure","999665.2000","116750.0000","0.0000","500.0000","118172.7000","922.7000","1117837.9000","521936.0900","25706.3200","0.0000","0.0000","25706.3200","547642.4100","437961.0700","0.0000","0.0000","0.0000","0.0000","437961.0700","0.0000","0.0000","2415.4000","2415.4000","131868.7600","117250.0000","28121.7200","0.0000","28121.7200","220997.0400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C091155","Citizens To Elect Mike Kehoe","AMENDED October Quarterly Report","2019","Full Disclosure","1117837.9000","184000.0000","0.0000","200.0000","186489.1500","2289.1500","1304327.0500","547642.4100","70467.8200","0.0000","17206.1600","87673.9800","635316.3900","437961.0700","0.0000","0.0000","750.0000","750.0000","438711.0700","0.0000","0.0000","0.0000","0.0000","220997.0400","184200.0000","70467.8200","0.0000","70467.8200","334729.2200","0.0000","0.0000","17206.1600","0.0000","0.0000","0.0000","17206.1600"
"C190946","Citizens For Mitchell","AMENDED October Quarterly Report","2019","Full Disclosure","0.0000","4350.0000","1000.0000","0.0000","5350.0000","0.0000","5350.0000","0.0000","1337.8600","0.0000","0.0000","1337.8600","1337.8600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5350.0000","1337.8600","0.0000","1337.8600","4012.1400","0.0000","1000.0000","0.0000","0.0000","0.0000","0.0000","1000.0000"
"C161381","Schnelting For Missouri","AMENDED April Quarterly Report","2019","Full Disclosure","5985.1800","250.0000","0.0000","0.0000","250.0000","0.0000","6235.1800","31473.3300","826.4900","0.0000","0.0000","826.4900","32299.8200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2446.6000","250.0000","826.4900","0.0000","826.4900","1870.1100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C151126","Roberts For St Louis","AMENDED October Quarterly Report","2019","Full Disclosure","155029.5900","21015.0000","0.0000","0.0000","22265.0000","1250.0000","177294.5900","73645.2300","3242.3300","0.0000","0.0000","3242.3300","76887.5600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","76181.9800","21015.0000","3242.3300","0.0000","3242.3300","93954.6500","72723.2000","0.0000","0.0000","0.0000","0.0000","0.0000","72723.2000"
"C171327","Dave Griffith For State Representative","AMENDED April Quarterly Report","2019","Full Disclosure","83230.0000","600.0000","0.0000","0.0000","600.0000","0.0000","83830.0000","56560.2900","7961.0400","0.0000","0.0000","7961.0400","64521.3300","1600.0000","0.0000","0.0000","0.0000","0.0000","1600.0000","0.0000","0.0000","0.0000","0.0000","25118.1900","600.0000","7961.0400","0.0000","7961.0400","17757.1500","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171327","Dave Griffith For State Representative","AMENDED October Quarterly Report","2019","Full Disclosure","83830.0000","5350.0000","0.0000","0.0000","5350.0000","0.0000","89180.0000","72870.8600","6146.9400","0.0000","0.0000","6146.9400","79017.8000","1600.0000","0.0000","0.0000","0.0000","0.0000","1600.0000","0.0000","0.0000","0.0000","0.0000","9407.6200","5350.0000","6146.9400","0.0000","6146.9400","8610.6800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A161533","CITIZENS FOR JEFF HOELSCHER","AMENDED April Quarterly Report","2019","Full Disclosure","4875.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4875.0000","12604.9400","1160.0000","0.0000","0.0000","1160.0000","13764.9400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3921.4200","0.0000","1160.0000","0.0000","1160.0000","2761.4200","2322.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2322.0000"
"A161533","CITIZENS FOR JEFF HOELSCHER","AMENDED July Quarterly Report","2019","Full Disclosure","4875.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4875.0000","13764.9400","290.0000","0.0000","0.0000","290.0000","14054.9400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2761.4200","0.0000","290.0000","0.0000","290.0000","2471.4200","2322.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2322.0000"
"C171121","Rudy Veit For State Representative","AMENDED July Quarterly Report","2019","Full Disclosure","250.0000","0.0000","0.0000","0.0000","0.0000","0.0000","250.0000","2168.4900","4022.5900","0.0000","409.5300","4432.1200","6600.6100","500.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","0.0000","0.0000","12401.5600","0.0000","4022.5900","0.0000","4022.5900","8378.9700","0.0000","0.0000","409.5300","0.0000","0.0000","0.0000","409.5300"
"C171121","Rudy Veit For State Representative","AMENDED October Quarterly Report","2019","Full Disclosure","250.0000","1620.0000","0.0000","0.0000","1906.1700","286.1700","2156.1700","6343.4300","3751.1100","0.0000","0.0000","3751.1100","10094.5400","500.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","152.3500","0.0000","152.3500","8378.9700","1620.0000","3903.4600","0.0000","3903.4600","6095.5100","409.5300","0.0000","0.0000","0.0000","0.0000","0.0000","257.1800"
"C141233","Bill Kidd For Missouri","AMENDED July Quarterly Report","2019","Full Disclosure","15129.6700","500.0000","0.0000","0.0000","500.0000","0.0000","15629.6700","7925.8100","7774.7300","0.0000","0.0000","7774.7300","15700.5400","5000.0000","0.0000","0.0000","0.0000","0.0000","5000.0000","0.0000","0.0000","333.1000","333.1000","58057.5600","500.0000","8107.8300","0.0000","8107.8300","50449.7300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A190655","Committee to Elect Nan Johnston","AMENDED July Quarterly Report","2019","Full Disclosure","414.3800","0.0000","0.0000","414.3800","414.3800","0.0000","828.7600","260.1400","260.1400","887.7500","0.0000","1147.8900","1408.0300","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1209.8900","414.3800","260.1400","0.0000","260.1400","1364.1300","600.0000","0.0000","0.0000","0.0000","0.0000","0.0000","600.0000"
"C151225","Treece For Mayor","AMENDED October Quarterly Report","2019","Full Disclosure","5000.0000","13150.0000","0.0000","0.0000","13150.0000","0.0000","18150.0000","500.0000","624.9000","0.0000","0.0000","624.9000","1124.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22326.5200","13150.0000","624.9000","0.0000","624.9000","34851.6200","5000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5000.0000"
"C151225","Treece For Mayor","AMENDED 30 Day After General Municipal Election-4/2/2019","2019","Full Disclosure","113981.4900","13662.0000","0.0000","0.0000","15892.0000","2230.0000","129873.4900","88432.9000","24341.0200","0.0000","0.0000","24341.0200","112773.9200","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28505.5400","13662.0000","24341.0200","0.0000","24341.0200","17826.5200","5000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5000.0000"
"C010014","Health Care Issues Committee of the Missouri Hospital Association","AMENDED 8 Day Before Election-8/6/2019","2019","Full Disclosure","91.1100","0.0000","0.0000","6.1700","6.1700","0.0000","97.2800","22.0000","0.0000","0.0000","0.0000","0.0000","22.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","88726.0900","6.1700","0.0000","0.0000","0.0000","88732.2600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171220","Friends Of Raychel Proudie","AMENDED July Quarterly Report","2019","Full Disclosure","0.0000","145.0000","0.0000","0.0000","145.0000","0.0000","145.0000","0.0000","1554.2400","0.0000","0.0000","1554.2400","1554.2400","0.0000","120.0000","0.0000","0.0000","120.0000","120.0000","0.0000","0.0000","0.0000","0.0000","3453.1800","145.0000","1674.2400","0.0000","1674.2400","1923.9400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C171220","Friends Of Raychel Proudie","AMENDED October Quarterly Report","2019","Full Disclosure","145.0000","2625.0000","0.0000","0.0000","2625.0000","0.0000","2770.0000","1554.2400","544.3500","0.0000","0.0000","544.3500","2098.5900","120.0000","50.0000","0.0000","0.0000","50.0000","170.0000","0.0000","0.0000","0.0000","0.0000","1923.9400","2625.0000","594.3500","0.0000","594.3500","3954.5900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000723","LABORERS LOCAL UNION NO 264-PAC","AMENDED January Quarterly Report","2019","Full Disclosure","28023.4800","0.0000","0.0000","15082.3100","15082.3100","0.0000","43105.7900","824.3100","65.5100","0.0000","0.0000","65.5100","889.8200","26950.0000","0.0000","0.0000","0.0000","0.0000","26950.0000","0.0000","0.0000","10.0000","10.0000","14839.9900","15082.3100","75.5100","0.0000","75.5100","29846.7900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000214","Planned Parenthood Votes-St Louis and Southwest Missouri","AMENDED 40 Day Before General Municipal Election-4/2/2019","2019","Full Disclosure","63513.2600","0.0000","0.0000","0.0000","0.0000","0.0000","63513.2600","74532.5300","1773.1500","0.0000","81.7900","1854.9400","76387.4700","5902.3800","1500.0000","0.0000","0.0000","1500.0000","7402.3800","0.0000","12876.7500","0.0000","12876.7500","29105.2600","0.0000","16149.9000","0.0000","16149.9000","12955.3600","13193.4300","0.0000","81.7900","0.0000","0.0000","0.0000","398.4700"
"C010014","Health Care Issues Committee of the Missouri Hospital Association","AMENDED 30 Day After Election-8/6/2019","2019","Full Disclosure","97.2700","0.0000","0.0000","24.6200","24.6200","0.0000","121.8900","22.0000","0.0000","0.0000","0.0000","0.0000","22.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","88732.2600","24.6200","0.0000","0.0000","0.0000","88756.8800","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C000214","Planned Parenthood Votes-St Louis and Southwest Missouri","AMENDED April Quarterly Report","2019","Full Disclosure","63513.2600","25.0000","0.0000","0.0000","25.0000","0.0000","63538.2600","76387.4700","1357.7700","0.0000","0.0000","1357.7700","77745.2400","7402.3800","0.0000","0.0000","0.0000","0.0000","7402.3800","0.0000","0.0000","0.0000","0.0000","12955.3600","25.0000","1357.7700","0.0000","1357.7700","11622.5900","398.4700","0.0000","0.0000","0.0000","0.0000","0.0000","398.4700"
"C000214","Planned Parenthood Votes-St Louis and Southwest Missouri","AMENDED July Quarterly Report","2019","Full Disclosure","63538.2600","635.0000","0.0000","0.0000","635.0000","0.0000","64173.2600","77745.2400","429.7900","0.0000","0.0000","429.7900","78175.0300","7402.3800","0.0000","0.0000","0.0000","0.0000","7402.3800","0.0000","81.7900","0.0000","81.7900","11622.5900","635.0000","511.5800","0.0000","511.5800","11746.0100","398.4700","0.0000","0.0000","0.0000","0.0000","0.0000","316.6800"
"C000214","Planned Parenthood Votes-St Louis and Southwest Missouri","AMENDED October Quarterly Report","2019","Full Disclosure","64173.2600","276.5000","0.0000","0.0000","276.5000","0.0000","64449.7600","78175.0300","337.8900","0.0000","0.0000","337.8900","78512.9200","7402.3800","1000.0000","0.0000","0.0000","1000.0000","8402.3800","0.0000","0.0000","0.0000","0.0000","11746.0100","276.5000","1337.8900","0.0000","1337.8900","10684.6200","316.6800","0.0000","0.0000","0.0000","0.0000","0.0000","316.6800"
"C000214","Planned Parenthood Votes-St Louis and Southwest Missouri","AMENDED 8 Day Before General Election-11/5/2019","2019","Full Disclosure","64449.7600","0.0000","0.0000","0.0000","0.0000","0.0000","64449.7600","78512.9200","6288.4200","0.0000","0.0000","6288.4200","84801.3400","8402.3800","0.0000","0.0000","0.0000","0.0000","8402.3800","0.0000","0.0000","0.0000","0.0000","10684.6200","0.0000","6288.4200","0.0000","6288.4200","4396.2000","316.6800","0.0000","0.0000","0.0000","0.0000","0.0000","316.6800"
"C000214","Planned Parenthood Votes-St Louis and Southwest Missouri","AMENDED 30 Day After General Election-11/5/2019","2019","Full Disclosure","64449.7600","32960.0000","0.0000","0.0000","35830.0000","2870.0000","100279.7600","84801.3400","6.6900","0.0000","282.8900","289.5800","85090.9200","8402.3800","0.0000","0.0000","87.3300","87.3300","8489.7100","0.0000","0.0000","0.0000","0.0000","4396.2000","32960.0000","6.6900","0.0000","6.6900","37349.5100","316.6800","0.0000","282.8900","0.0000","0.0000","0.0000","599.5700"
"C010014","Health Care Issues Committee of the Missouri Hospital Association","AMENDED October Quarterly Report","2019","Full Disclosure","121.8900","0.0000","0.0000","15.1200","15.1200","0.0000","137.0100","22.0000","0.0000","0.0000","0.0000","0.0000","22.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","88756.8800","15.1200","0.0000","0.0000","0.0000","88772.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A190817","Committee to elect Lisa Parson, Betty Absheer Treas","AMENDED 30 Day After General Municipal Election-4/2/2019","2019","Full Disclosure","1950.0000","35.0000","0.0000","0.0000","35.0000","0.0000","1985.0000","1833.0400","0.0000","0.0000","0.0000","0.0000","1833.0400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","35.0000","0.0000","0.0000","0.0000","35.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121051","Fitzpatrick For Missouri","AMENDED April Quarterly Report","2019","Full Disclosure","203367.1700","9550.0000","0.0000","0.0000","9550.0000","0.0000","212917.1700","68930.8100","13874.3200","0.0000","0.0000","13874.3200","82805.1300","100000.0000","0.0000","0.0000","0.0000","0.0000","100000.0000","0.0000","0.0000","0.0000","0.0000","130927.7100","9550.0000","13874.3200","0.0000","13874.3200","126603.3900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121051","Fitzpatrick For Missouri","AMENDED July Quarterly Report","2019","Full Disclosure","212917.1700","55450.0000","0.0000","0.0000","55450.0000","0.0000","268367.1700","82781.9200","6184.5200","0.0000","0.0000","6184.5200","88966.4400","100000.0000","0.0000","0.0000","0.0000","0.0000","100000.0000","0.0000","0.0000","0.0000","0.0000","126603.3900","55450.0000","6184.5200","0.0000","6184.5200","175868.8700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C121051","Fitzpatrick For Missouri","AMENDED October Quarterly Report","2019","Full Disclosure","268367.1700","81790.0000","0.0000","0.0000","81790.0000","0.0000","350157.1700","88966.4400","15807.4300","0.0000","0.0000","15807.4300","104773.8700","100000.0000","0.0000","0.0000","0.0000","0.0000","100000.0000","0.0000","0.0000","0.0000","0.0000","175868.8700","81790.0000","15807.4300","0.0000","15807.4300","241851.4400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010014","Health Care Issues Committee of the Missouri Hospital Association","AMENDED 8 Day Before General Election-11/5/2019","2019","Full Disclosure","137.0100","0.0000","0.0000","5.8100","5.8100","0.0000","142.8200","22.0000","0.0000","0.0000","0.0000","0.0000","22.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","88772.0000","5.8100","0.0000","0.0000","0.0000","88777.8100","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C010014","Health Care Issues Committee of the Missouri Hospital Association","AMENDED 30 Day After General Election-11/5/2019","2019","Full Disclosure","142.8200","211098.0000","0.0000","38.6600","211136.6600","0.0000","211279.4800","22.0000","0.0000","0.0000","0.0000","0.0000","22.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","88777.8100","211136.6600","0.0000","0.0000","0.0000","299914.4700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A190867","Friends for Flake","AMENDED July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","841.8300","841.8300","0.0000","0.0000","841.8300","1683.6600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1500.0000","0.0000","841.8300","0.0000","841.8300","658.1700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"A190867","Friends for Flake","AMENDED October Quarterly Report","2019","Full Disclosure","0.0000","500.0000","0.0000","0.0000","500.0000","0.0000","500.0000","0.0000","907.0000","0.0000","0.0000","907.0000","907.0000","500.0000","0.0000","0.0000","0.0000","0.0000","500.0000","0.0000","0.0000","0.0000","0.0000","658.1700","500.0000","907.0000","0.0000","907.0000","251.1700","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"C180048","Becker For Prosecutor","AMENDED April Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","40.3400","0.0000","0.0000","40.3400","40.3400","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","132.7300","0.0000","40.3400","0.0000","40.3400","92.3900","20550.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20550.0000"
"C180048","Becker For Prosecutor","AMENDED July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","92.3900","0.0000","0.0000","0.0000","0.0000","92.3900","20550.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20550.0000"
"C180048","Becker For Prosecutor","AMENDED October Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","92.3900","0.0000","0.0000","0.0000","0.0000","92.3900","20550.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20550.0000"
"C161209","STC Safe and Secure Committee","AMENDED July Quarterly Report","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.0000","48.0000","48.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","517.5200","0.0000","0.0000","0.0000","0.0000","517.5200","0.0000","0.0000","48.0000","0.0000","0.0000","0.0000","48.0000"
"C041343","NORWOOD TOWNSHIP DEMOCRATIC CLUB","AMENDED 8 Day Before General Municipal Election-4/2/2019","2019","Full Disclosure","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","400.0000","0.0000","0.0000","400.0000","400.0000","0.0000","200.0000","0.0000","0.0000","200.0000","200.0000","0.0000","0.0000","0.0000","0.0000","9981.4900","0.0000","600.0000","0.0000","600.0000","9381.4900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
